,Price,Address,Floor,Bathroom,Bedroom,Land,Road,Land Mark
5,31500000.0,"Kuti Galli, माइजु बहल, चाबहिल",0.0,4,6,1369,13.0,chabahil
13,39900000.0,"Budhanilkantha, Kathmandu",0.0,4,6,0,12.0,budhanilkantha
17,27500000.0,"Milijuli Tol, चप्पल कारखाना",0.0,3,4,0,13.0,bansbari
21,16500000.0,"Maulo Gade Pokhari, Chandragiri Municipality, Kathmandu, Bagmati Pradesh, 44618, Nepal",0.0,0,0,855.625,13.0,0
33,13000000.0,"Ranibari (Samakhusi), Kathmandu",0.0,0.0,0.0,1369,5.0,0
35,14000000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",0.0,1.0,1.0,684.5,12.0,Gwarkhu Chowk
38,35000000.0,"Sitapaila, Kathmandu",0.0,4 Attach,6,0,13.0,0
43,20000000.0,"Katunje (Suryabinayak), Bhaktapur",0.0,3,8,1026.75,20.0,suryabinyak
44,25000000.0,"vasundhara, Basundhara, Kathmandu",0.0,0.0,0.0,1026.75,13.0,0
46,12000000.0,"vasundhara, Basundhara, Kathmandu",0.0,0,0,684.5,5.0,0
50,32500000.0,"Kathmandu City, Kathmandu",0.0,4,2,1060.975,12.0,Rectangle
62,16500000.0,"Tarakeshwar, Kathmandu",1.0,2,2,1026.75,13.0,K
63,22000000.0,"Gokarneshwor, Gokarneshwar, काठमाडौं, Bagmati Pradesh, नेपाल",1.0,1,1,1369,20.0,Muktinath Chok
66,10000000.0,"Dhapasi (Tokha), Kathmandu",1.0,1,1,1026.75,5.0,100m
67,9500000.0,"Bisankhunarayan, Godawari, ललितपुर, Bagmati Pradesh, नेपाल",1.0,1.0,2.0,342.25,13.0,Bishankhu narayan temple
71,37500000.0,"dumbarahi, Dhumbarahi, Kathmandu",1.0,1,2,1711.25,13.0,0.5.0
73,17000000.0,"Aakashedhara, Mandikhatar",1.0,1,1,1026.75,13.0,kapan handballground
77,12600000.0,"Makalbari Marg (Ka), Makalbari, Gokarneshwor",1.0,1,2,0,13.0,makalbari
78,58000000.0,"Dhumbarahi Area, Kathmandu",1.0,2,2,2738,12.0,"Toyota service center, S.R. Banquet"
94,16500000.0,"Bhangal (Budhanilkantha) , bangal",1.0,1.0,2.0,1369,13.0,parking avaiable
103,13490000.0,"कागेश्वरी मनोहरा नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",1.0,2.0,3.0,1369,5.0,"Paanitanky, orchid pupil school najik"
107,6500000.0,Banke (Nepalgunj) > Adarsh Nagar,1.0,2,4,3764.75,8.0,"10 meters inside from the main highway, Adarshnagar, Nepalgunj, Banke."
108,15500000.0,"Binay ko Jagga, थानकोट, Chandragiri, चन्द्रागिरी नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",1.0,2,6,1369,12.0,Near Dahachowk Petrol Pump and Dahachowk Banquet
110,3600000.0,Bhaktapur > Sanga (Suryabinayak),1.0,1,1,1026.75,20.0,Sanga bhaisepati height
111,40000000.0,Bhaktapur > Changunarayan,1.0,1,2,4107,20.0,"Changunarayan-05, Bhaktapur Pakunepati"
112,10000000.0,"Bhadrapur, Jhapa",1.0,3,4,5756.645,20.0,Bhadrapur Airport
125,58000000.0,"akashedhara, Akasedhara (Kapan), Kathmandu",1.0,3.0,4.0,684.5,13.0,0
134,6500000.0,Morang > Morang (Other Area),1.0,1,2,3645,13.0,Sundar Dulari (Morang).
135,15500000.0,"naya basti, Imadol",1.0,1,2,1026.75,12.0,"near to Pawan Prakriti School, Imadole"
138,16000000.0,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",1.0,1,2,1026.75,12.0,Near Karuna Hospital
142,17500000.0,"Budhanilkantha, काठमाडौं, Bagmati Pradesh, नेपाल",1.0,1,2,1369,13.0,"बुढानिलकण्ठ पासिकोट ४ आना , वास्तु अनुसार मिलेको, उत्तर मुखी, प्रस्तावित ७२ फिटे बाटोमा।"
150,7500000.0,Jhapa > Bhadrapur,1.0,1,6,6845,20.0,"Chandragadhi, Bhadrapur 10"
151,20000000.0,"B.R.T Engineering Pvt.Ltd., 3, NH66, Chauraha, Dhangadhi, Dhangadi Sub Metropolitan, Dhanhadhi, Kailali, Sudurpashchim Pradesh, +977, Nepal",1.0,1.0,3.0,3645,20.0,Nabil bank
154,10400000.0,"Bargachhi Chowk, Morang (Biratnagar)",1.0,2.0,2.0,3593.625,13.0,"Ekaras Masala, Lord Buddha Niketan School"
156,25000000.0,"Tokha Sadak, बालुवापाटी चोक,",1.0,1,2,1711.25,13.0,"grandi hospital, tokha"
160,16000000.0,"Tikathali, महालक्ष्मी, Mahalaxmi, ललितपुर, Bagmati Pradesh, नेपाल",1.0,1,2,1026.75,13.0,Sano gaun Bhatbhatni
163,15000000.0,"Imadol (Mahalaxmi), Lalitpur",1.0,1,2,1026.75,12.0,Imadol
167,13500000.0,"Lamatar (Mahalaxmi), Lalitpur",1.0,1,2,941.18,13.0,Lubu Bus Park
168,16500000.0,"Imadol, Mahalaxmi, Lalitpur, Bagmati Pradesh, 44705, Nepal",1.0,1,2,1026.75,13.0,Imadol ansari clinic najik
171,6000000.0,Kanchanpur > Mahakali,1.0,1,2,3422.5,8.0,"Bheemdattnagar-06, Aithour, Kanchanpur"
173,11300000.0,"Sidheswar Marg, Panchakumari Chok, Mandikhatar",1.0,1.0,2.0,0-2.5-0,8.0,kapan milan chowk
177,50000000.0,Kavrepalanchok > Dhulikhel,1.0,4.0,4.0,9240.75,13.0,à¤§à¥à¤²à¤¿à¤–à¥‡à¤² à¤­à¤Ÿà¥à¤Ÿà¥‡à¤¡à¤¾à¤à¤¡à¤¾
181,16000000.0,"Tikathali, महालक्ष्मी, Mahalaxmi, ललितपुर, Bagmati Pradesh, नेपाल",1.0,1.0,1.0,1026.75,13.0,tikathali
186,16500000.0,Kathmandu > Tokha Chandeshwari (Tokha),1.0,2,3,1129.425,12.0,Tokha saraswati near saibaba school
187,15500000.0,Kathmandu > Ratopul (Gyaneshwar),1.0,1,2,1026.75,8.0,Rudra Marg
188,22500000.0,Kathmandu > Pasikot (Budhanilkantha),1.0,2,2,1283.4375,12.0,Pasikot budanilkhanth kathmandu
189,28500000.0,Kathmandu > Narayanthan (Budhanilkantha),1.0,1,3,2053.5,12.0,NEARBY MAHADEV COLONY. RUDRESHWOR.
190,22100000.0,Kathmandu > Mahankhal (Budhanilkantha),1.0,1,2,1437.45,12.0,à¤®à¤¹à¤¾à¤‚à¤•à¤¾à¤² à¤“à¤°à¤¾à¤²à¥‹ à¤¨à¤œà¤¿à¤•à¥ˆ
191,16500000.0,Kathmandu > Khadka Bhadrakali (Budhanilkantha),1.0,3,2,1711.25,13.0,Budhanilkantha Ganesh school
192,15400000.0,Kathmandu > Kapan,1.0,1,2,1026.75,13.0,Baaluwakhani
194,28500000.0,Kathmandu > Budhanilkantha,1.0,1,3,2053.5,12.0,NEARBY EXIT OF MAHADEV COLONY.
195,15000000.0,"Thali (Kageshwor), Kathmandu",1.0,1.0,2.0,1060.975,13.0,Thali ktm
205,17500000.0,Imadol,1.0,1,2,1026.75,12.0,1 km from Kist hospital
209,23500000.0,"Harisiddhi, Lalitpur",1.0,2,2,1711.25,12.0,"Harisiddhi, 800 m away from Harisdhi School, Lalitpur"
210,16000000.0,"Thapathali Marg, Thapathali",1.0,1,2,1026.75,13.0,Sofa karkhana
220,5500000.0,Ilam > Ilam (Other Area),1.0,3,2,2738,20.0,"Ilam Zilla, Suryodaya Nagar Palika, ward no. 3, Tinkhutte, Pashupatinagar."
223,9500000.0,"Adarshnagar Stadium, Parsa (Birgunj)",1.0,1,2 bedroom,1184.625,13.0,Near Sai Temple (beside Radhekripa housing)
224,15500000.0,"Lubhu (Mahalaxmi), Lalitpur",1.5,1,3,1069.53,13.0,Genius International IB School or Matab Tole
226,24000000.0,"Thali, Kageshwori Manohara, Kageshwori Manohara Municipality, Kathmandu, Bagmati Pradesh, 46603, Nepal",1.5,3.0,6.0,1818.2,12.0,milanchowk
229,25000000.0,"Godawari, Lalitpur",1.5,4.0,2.0,1754.03,13.0,GODAWARI VILLAGE RESORT
230,17500000.0,"Malepatan, Kaski (Pokhara)",1.5,2.0,6.0,1369,8.0,Malepatan
232,37500000.0,Kathmandu > Gyaneshwar,1.0,6,5,1369,13.0,kalopull nagik gyaneswor jane bato ma
234,180000000.0,"Rudramati Chowk, Mandikhatar",1.2,4.0,6.0,9583,13.0,Mandikhatar Hight
235,52500000.0,"Dhumbarahi Pipal Bot, Dhumbarahi",1.2,3,8,1711.25,20.0,Chandol chwok
237,36000000.0,"Dhumbarahi Area, Kathmandu",1.2,3,3,1369,13.0,Near Dhumbarahi Chowk
238,67500000.0,"Bansbari Area, Kathmandu",1.2,2,6,2395.75,13.0,Near British Gorakha Acedemy
239,50000000.0,"Bansbari Area, Kathmandu",1.2,3,4,1711.25,13.0,Near Hotel Sambala
240,65000000.0,"Mid Baneshwor, Kathmandu",1.2,4.0,6.0,2738,20.0,Near Ratna Rajay School Mid Baneshwor
241,40000000.0,"Shree Panchakanya Lower Secondary School, Gitanjali Marg, Laligurans Chok, Chappal Karkhana, Kathmandu",1.2,4,5,1369,13.0,Panchakanya Baluwatr
242,26500000.0,"Baluwakhani (Kapan), Kathmandu",1.2,4.0,4.0,1369,13.0,Near HAMS Hospital
243,21000000.0,"245, Tukucha Marga, Kirtan Chok, Baluwatar, Kathmandu",3.0,3,7,684.5,13.0,Gairidhara near Alice restaurant
246,11000000.0,"Jayantidanda, Dhading Besi, Nilakantha, धादिङ, Bagmati Pradesh, नेपाल",1.3,3.0,5.0,1369,8.0,Dhading bensi nilkantha 4.
257,8300000.0,"Jharuwarasi (Bajrabarahi), Lalitpur",1.5,1,2,1711.25,13.0,Santaneshwor
259,25000000.0,"naya bazar, NayaBazar, Kathmandu",1.5,3,6,1026.75,12.0,"Balaju bridge, Valley Cold Store"
263,27000000.0,"Baniyatar Dhapasi Gongabu Jhor Mahankal Tokha Chandeshwari Tokha Saraswati, Tokha Area, Kathmandu",2.0,3,6,2053.5,8.0,kumari bank
266,13800000.0,"Dhakaltar, 27DR022, Dharmasthali, Tarakeshwar Municipality, Kathmandu",2.0,2.0,2.0,1026.75,20.0,Countryside swimming pool
268,15000000.0,"Aakashedhara, Mandikhatar",2.0,3,5,684.5,20.0,Near from sukedhara
271,65000000.0,"Asia Network for Sustainable Agriculture and Bioresources, Bhimsen Gola Marg, Bhimsen Gola, Om Shanti Chok, Kathmandu, Kathmandu Metropolitan City, Kathmandu",2.0,4,6,2395.75,20.0,"In front of old Bishranti party palace, near Ananda events"
272,57500000.0,"Nepal Telecom, Golphutar Main Sadak, Dharampur, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagmati Pradesh, 22644, Nepal",2.0,4,4,1403.225,20.0,Near Budanilkantha Nagarpalika
275,17000000.0,"Dhobighat, Lalitpur",2.0,2.0,7.0,684.5,13.0,Dhobighat
276,15500000.0,Bhaktapur > Naya Thimi,2.0,2.0,4.0,1026.75,12.0,Harsha chowk thimi. Gamcha dhadhikot muni
292,21000000.0,"बूढानीलकण्ठ, Budhanilkantha, काठमाडौं, Bagmati Pradesh, नेपाल",2.0,3.0,4.0,1026.75,13.0,compound
299,80000000.0,"Baluwatar, Kathmandu",2.0,3,3,3422.5,13.0,10Ann
303,34000000.0,Thulo Bharyang,2.0,3.0,4.0,1026.75,13.0,Rato Vale Restaurant
305,27500000.0,"Jyotinagar Pool, बालुवाखानी चोक, मन्डीकाटार",2.0,5.0,5.0,1026.75,13.0,"kapan, jyotinagar"
307,67400000.0,"Ramkot (Nagarjun), Kathmandu",2.0,3,4,3663.9931,13.0,2.5 km from Ring road
312,9000000.0,"Indrapur, Koshi Haraicha, Sundarharaicha, मोरङ, कोशी प्रदेश, नेपाल",2.0,2,5,7187.25,20.0,morang
322,25000000.0,"Gwarko, Lalitpur",2.0,2,6,718.725,13.0,80m from BNB hospital
328,115000000.0,"Golphutar Sadak, Shrijanshil Tol, Basundhara",2.0,4,6,6160.5,12.0,neuro hospital basbari
329,10000000.0,"Madhu Marg,",2.0,2,4,1711.25,13.0,कपन कृष्ण मन्दिर नजिकै
331,25000000.0,"Golfutar (Budhanilkantha), Kathmandu",2.0,2,6,1369,20.0,Bhangal
337,130000000.0,"John Dewey School, Thirbam Sadak, Kiran Chok, Baluwatar, Kathmandu",2.0,5,4,2053.5,20.0,Next to new Bigmart baluwatar opposite to opera resturant
339,16500000.0,"Jorpati Area, Kathmandu",2.0,4,6,1026.75,13.0,Bouddha Jorpati
343,52000000.0,"kritipur kritipur, Kirtipur (Kritipur), Kathmandu",2.0,4,4,4449.25,20.0,kriti Colony
344,27000000.0,"Khumaltar, Lalitpur",2.0,2,4,1540.125,12.0,Trinity cafy ko paxadi bhitta tira vanum na testai 300 mtr jati agadi.
346,37900000.0,Khadkagaon,2.0,4,5,2395.75,12.0,tallo pasikot
351,19000000.0,Katunje,2.0,2,7,10952,20.0,Bhaktpur
354,55000000.0,"Kathmandu City, Kathmandu",2.0,2,4,2738,20.0,new
356,46500000.0,Kathmandu > Sitapaila (Nagarjun),2.0,2,3,1882.375,13.0,Sitapaila nearly by Ringroad.
357,1400000.0,"Lalbandi, Sarlahi",2.0,2,13,6845,20.0,Near Sajha Sastha
360,7500000.0,Kathmandu > Bhimsengola (Old Baneshwor),2.0,3,5,7529.5,13.0,Bhimsengola
361,12500000.0,"Kamalpokhari, Narayan Chaur",2.0,2,3,1026.75,13.0,rabhi bahwan
364,25500000.0,Kalanki,2.0,4,6,1026.75,12.0,3aana
371,31000000.0,"Nagarjun Coloney, Ramkot, गणेश स्थान, Nagarjun, नागार्जुन नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",2.0,4,4,1369,20.0,Padma colony-III sitapaila ramkot
373,36000000.0,"Budhanilkantha, काठमाडौं, Bagmati Pradesh, नेपाल",2.0,4,7,1711.25,13.0,"Near bhangal, budhanilkantha"
374,25000000.0,"Nagarjun, काठमाडौं, Bagmati Pradesh, नेपाल",2.0,3,4,1369,13.0,civil homes colony
380,9000000.0,"budanilkantha, Budhanilkantha, Kathmandu",2.0,1,5,1095.2,13.0,Near Janajagriti Secondary School
382,45000000.0,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagmati Pradesh, 22644, Nepal",2.0,4,5,3764.75,13.0,Pasikot Shiva Mandir
395,36000000.0,"Nakkhudol Pitrikunda Marg, Sainbu, Lalitpur",2.0,5,5,1369,13.0,500 meters fromBhaisepati Chowk
398,83500000.0,"Budhanilkantha, Kathmandu",2.0,5,6,5133.75,13.0,Parking available
404,27000000.0,"Dream Banquet, Tribhuvan Rajpath, Thānkot, चन्द्रागिरी, Chandragiri, Kathmandu",2.0,2,4,1711.25,20.0,Tribhuvan Park
408,45500000.0,"Dhobighat, Lalitpur, Bagmati Pradesh, 44613, Nepal",2.0,3,5,1369,20.0,Nepali Congress Office
415,25000000.0,"Civil Homes III, Thecho",2.0,2,3,1026.75,20.0,Sunakothi Civil homes phase 3
421,10500000.0,"Chandragiri, Chandragiri Municipality, Kathmandu, Bagmati Pradesh, 44619, Nepal",2.0,1,3,1026.75,13.0,Khahare bus park
424,7900000.0,"Butwal Industrial Estate, Rupandehi (Butwal)",2.0,1,4,6014.25,20.0,Sunwal Swathi
425,16000000.0,"Budhibazar (Outskirt), Kaski (Pokhara)",2.0,5,5,1129.425,20.0,Budibazar
432,25500000.0,"Sirutar (Ananta), Bhaktapur",2.0,3,3,1711.25,13.0,Bhaktapur sirutar
436,48000000.0,"Milijuli Tol, Chappal Karkhana, Kathmandu",2.0,5.0,5.0,1369,13.0,Car parking 3 attached
437,85000000.0,Kathmandu > Baluwatar,2.0,5.0,5.0,2429.975,20.0,200 MTR from pm office Ckskrishnasantfrenclevercks
440,17000000.0,"Thapathali Marg, थापाथली",2.0,2,2,1026.75,12.0,3.5 aana
448,52500000.0,Thecho,2.0,4,4,2053.5,20.0,"Nepal Telecom, Thecho"
449,11100000.0,"Shukhi Marg, सुङ्गावा चोक, धुम्बाराही",2.0,2,2,0,8.0,dhumbarahi
459,55000000.0,"Pancha Kanya School, Araniko Highway, Model Village, Itagau, Nankhel, Suryabinayak, Bhaktapur, Bagmati Pradesh, 48600, Nepal",2.0,5.0,7.0,2930.51,13.0,Rajmarg touch
464,42500000.0,Thulo Bharyang,2.0,3,4,1711.25,20.0,swoyambhu - sano bharyang Ring road - rumbachok - The comfort housing
475,16000000.0,"sarki tol, Jhaukhel",2.0,5.0,4.0,1711.25,13.0,Bhaktpur
477,16900000.0,"DEL’AUTOS, 59490",2.0,2.0,4.0,1026.75,12.0,Near Akshara School
478,43400000.0,"Talim Kendra Marg, Sainbu",2.0,4,4,1369,20.0,Karyabinayak
479,8499000.0,"Yogikuti, Rupandehi (Butwal)",2.0,1.0,2.0,1882.375,12.0,Janajyoti Ma. Vi.
481,38500000.0,Imadol,2.0,5.0,6.0,1711.25,13.0,Gwarko-Lubu highway to 300 mts
483,39000000.0,"एकान्तकुना-टिकभैरब रोड, नखु बाजर, नया नगर",2.0,4.0,4.0,1711.25,13.0,mediciti hospital
493,30000000.0,Soul Buoy,2.0,1,7,3080.25,8.0,Taudaha
496,10000000.0,Thaiba,2.0,2.0,3.0,1369,13.0,3.5aana
497,25000000.0,"Swotantra marg, Thulo Bharyang",2.0,3,4,1711.25,20.0,Sitapaila Padma colony
513,27500000.0,"Sainbu, Lalitpur Metropolitan City, Lalitpur",2.0,4,5,1026.75,12.0,Lalitapur Medicity hospital near me
515,26000000.0,"Vijaya Motor Parts Private Limited, काठमाडाैँ चक्रपथ, Banasthali, Kathmandu",2.0,2,2,684.5,8.0,K
517,18500000.0,"taiba, Thaiba (Godawari), Lalitpur",2.0,2.0,4.0,14032.25,13.0,New
518,15000000.0,Lalitpur > Sunakothi,2.0,1.0,7.0,1060.975,5.0,Simako chowk Pacho tole
522,8000000.0,"Kailash Chok, Lainchaur, Kathmandu",2.0,2.0,3.0,8556.25,13.0,Good
524,7900000.0,"Sunwal, Parasi",2.0,1.0,4.0,11294.25,13.0,Swathi sunwal 9
525,22500000.0,"Belbari, Morang",2.0,3.0,4.0,4009.5,20.0,Belabari Nagarpalika Office and DSP Office
527,58000000.0,"Dhapasi (Tokha), Kathmandu",2.0,3.0,4.0,3422.5,13.0,dhapasi height
529,80000000.0,"Golfutar (Budhanilkantha), Kathmandu",2.0,3.0,4.0,5818.25,20.0,Hepali Height Community
530,27000000.0,"NTC road,",2.0,2.0,7.0,4449.25,8.0,Vishwa Adarsha College
540,20000000.0,"vanasthali, Banasthali, Kathmandu",2.0,2,5,1026.75,13.0,150m from bhoratar micro station
542,17900000.0,"Bharatpur, Chitwan (Bharatpur)",2.0,4.0,8.0,5467.5,20.0,30
543,26500000.0,"Nakhipot, Lalitpur",2.5,3,5,1197.87,13.0,Nakhipot
544,25000000.0,Kathmandu > Chamati (Swayambhu),2.1,2,3,941.1875,20.0,Bacha khusi janamarga road
547,35000000.0,"Khadkagaon, Budhanilkantha, Kathmandu, Bagmati Pradesh, 22644, Nepal",2.5,6,7,1711.25,13.0,Ganesh school
548,100000000.0,"Kathmandu City, Kathmandu",2.5,5,5,3764.75,12.0,"Samata Basti, Gandaki Boarding School, DG Grocery Store, Close to Mhepy Temple"
550,87500000.0,"battishputali purano baneshwar, Battisputali (Old Baneshwor), Kathmandu",2.5,4,6,2738,13.0,Ram Mandir
551,21500000.0,"Imadol, Khadkatol, Khadkagau, Mahalaxmi Municipality, Lalitpur, Bagmati Pradesh, 44795, Nepal",2.5,3,5,1197.87,12.0,Pawan Pakriti School
558,46500000.0,"new baneshwor naya baneshwar, Shantinagar (New Baneshwor), Kathmandu",2.5,3.0,6.0,2053.5,13.0,0
560,5100000000000000.0,"Ekantakuna, Lalitpur",2.5,2.0,3.0,2053.5,12.0,"Yatayat Office, Ekantakuna"
561,41500000.0,"budanilkantha, Budhanilkantha, Kathmandu",2.5,4.0,5.0,2121.95,13.0,Deuwa area
562,55000000.0,Kathmandu > Narayanthan (Budhanilkantha),2.5,4.0,4.0,2087.725,13.0,In of bhudanilkantha school
565,45000000.0,"Gusingal Raj Tirtha Sanchal, Sanepa Area, Lalitpur",2.5,4.0,5.0,2053.5,12.0,SANEPA
566,1000000000000000.0,"Taukhel (Godawari), Lalitpur",2.5,4.0,4.0,7358.375,13.0,Taukhel
572,28000000.0,"Dhapakhel, Lalitpur",2.5,3.0,5.0,1796.81,13.0,opposite civil homes
575,65000000.0,"Nakhu Sainbu Nakhudole Nakkhu, Bhaisepati Area, Lalitpur",2.5,4.0,5.0,1813.925,20.0,Bhaisepati medicity
576,33500000.0,"All Core Kathmandu, Kathmandu",2.5,4.0,5.0,1818.2,13.0,Bhaisepati police station
577,18900000.0,"Birta Bazaar, Anarmani, Birtamod, Jhapa, Province #1, 57204, Nepal",2.5,5.0,8.0,1822.5,13.0,"Near Little Flower English School, Birtamod"
584,250000000.0,dhobeghat sanaypa,2.5,5.0,5.0,10096.375,13.0,29.5
588,135000000.0,Kathmandu > Narayanthan (Budhanilkantha),2.5,4.0,6.0,8898.5,13.0,Bhudanilkantha near temple
