,price,views,land area,road access,facing,floor,parking,bedroom,bathroom,furnish status,amenity,city,district
1687,Rs. 3.25 Cr,228,4.2 ,20 Feet,,2.5,,5.0,4.0,,,Sanobharyang, Kathmandu
1688,Rs. 5.25 Cr,343,3.0 ,72 Feet,,2.5,,,,,,Maharajgunj, Kathmandu
1689,Rs. 1.85 Cr,233,3.2 ,13 Feet,,2.5,,,,,,Satungal, Kathmandu
1692,Rs. 7 Cr,91 ,8.2 ,18 Feet,West,2.5,,5.0,6.0,Semi-Furnished,"Earthquake Resistant,Parquet,CC Camera,Solar,Parking,Drinking Water,Bathroom,Drainage,Power Backup,Water Purifier,Garden,+ 1 See More",Grande Hospital, Kathmandu
1694,Rs. 2.95 Cr,105,5.1 ,12 Feet,East,2.5,,,,,,Golfutar, Kathmandu
1695,Rs. 3 Cr,91 ,4.0 ,12 Feet,South,2.5,,,,,,Sukedhara, Kathmandu
1696,Rs. 9 Cr,36 ,9.0 ,26 Feet,East,,,,,,,Chandol, Kathmandu
1697,Rs. 3 Cr,204,4.0 ,13 Feet,West,3.5,,5.0,5.0,Full-Furnished,,Gatthaghar, Bhaktapur
1698,Rs. 3.6 Cr,160,5.0 ,13 Feet,North,2.5,,5.0,4.0,Full-Furnished,,Pasikot, Kathmandu
1699,Rs. 4.95 Cr,296,5.3 ,16 Feet,North-East,3.5,,7.0,8.0,,,Bhaisepati, Lalitpur
1700,Rs. 6 Cr,153,9.2 ,20 Feet,South-East,3.5,,7.0,4.0,,,Koteshwor, Kathmandu
1701,Rs. 2.1 Cr,176,3.2 ,13 Feet,,2.5,,,,,,Bhangal , Kathmandu
1702,Rs. 2.9 Cr,31 ,6.0 ,10 Feet,South-East,2.5,,5.0,3.0,,,Gurjudhara, Kathmandu
1703,Rs. 16.5 Cr,391,17.0 ,20 Feet,East,2.5,,5.0,6.0,,,Minbhawan, Kathmandu
1704,Rs. 85 Lac,74 ,3.1 ,32 Feet,West,1.0,,2.0,1.0,Un-Furnished,,Naikap, Kathmandu
1705,Rs. 1.95 Cr,106,3.0 ,12 Feet,West,2.5,,,,,,Baniyatar, Kathmandu
1706,Rs. 2.4 Cr,91 ,3.2 ,13 Feet,West,3.0,,5.0,4.0,Full-Furnished,,Padamsal, Kathmandu
1707,Rs. 1.7 Cr,8 v,2.2 ,13 Feet,South,,,3.0,3.0,Full-Furnished,,Imadol, Lalitpur
1708,Rs. 3.55 Cr,178,5.3 ,10 Feet,West,4.0,,,4.0,,,Dillibazar, Kathmandu
1709,Rs. 1.1 Cr/aana,130,38.0 ,65 Feet,West,,,,,,,Galkopakha, Kathmandu
1710,Rs. 1.75 Cr,86 ,3.0 ,13 Feet,South-East,2.5,,11.0,3.0,Full-Furnished,"Marbel,Parquet,Fridge,Sofa,Dining Room,Water Purifier,Washing Machine,Bed Room,Iron,Internet,Drinking Water,+ 4 See More",Paiyatar, Kathmandu
1711,Rs. 6.75 Cr,119,9.2 ,8-14 Feet,North-East,4.0,,8.0,6.0,Full-Furnished,"Parquet,Fridge,Sofa,Solar,Dining Room,Microwave,AirCon,Water Purifier,Washing Machine,Bed Room,Iron,+ 7 See More",Bouddha, Kathmandu
1712,Rs. 4.4 Cr,60 ,1.2 ,12/8 Feet,West,5.5,,,7.0,,,Putalisadak, Kathmandu
1713,Rs. 7.5 Cr,414,8.1 ,14 Feet,,3.0,,6.0,8.0,,,Maharajgunj, Kathmandu
1714,Rs. 2.9 Cr,52 ,1040 sq. ft,20 Feet,South,2.5,,,,Semi-Furnished,"Earthquake Resistant,Parquet,Dining Room,Microwave,Water Purifier,Bed Room,Garden,Modular Kitchen,Parking,Playground,Internet,+ 4 See More",Lubhu, Lalitpur
1715,Rs. 2.1 Cr,69 ,3.2 ,20 Feet,,2.5,,,,Full-Furnished,,Bhangal , Kathmandu
1716,Rs. 3.35 Cr,31 ,5.3 ,13 Feet,,2.5,,,,,,Jyotinagar, Kathmandu
1717,Rs. 1.95 Cr,52 ,3.0 ,12 Feet,East,2.5,,5.0,3.0,,,Dhapasi, Kathmandu
1718,Rs. 5 Cr,24 ,2100 sq. ft,16 Feet,South,3.0,,5.0,4.0,Full-Furnished,"Earthquake Resistant,Marbel,Parquet,Sofa,Dining Room,Solar,Bed Room,Modular Kitchen,Parking,Playground,Drinking Water,+ 2 See More",Hattiban, Lalitpur
1719,Rs. 6 Cr,193,8.2 ,12-18 Feet,South-East,3.0,,6.0,6.0,Semi-Furnished,,Nakhipot, Lalitpur
1721,Rs. 2.99 Cr,243,3.2 ,13 Feet,South-East,3.5,,5.0,5.0,,,Megha City, Kathmandu
1722,Rs. 2 Cr,86 ,3.0 ,11 Feet,,2.5,,,,,,Sitapaila, Kathmandu
1723,Rs. 2.25 Cr,287,4.1 ,12 Feet,South,2.5,,,,,,Setipakha, Lalitpur
1724,Rs. 6.5 Cr,70 ,16.0 ,12 Feet,West,2.5,,5.0,3.0,,,Jarankhu, Kathmandu
1725,Rs. 20 Cr,212,11.0 ,12 Feet,West,4.0,,,,,,Bouddha, Kathmandu
1726,Rs. 2.4 Cr,31 ,4.0 ,20 Feet,South-East,2.5,,5.0,2.0,Un-Furnished,,Pasikot, Kathmandu
1727,Rs. 3.85 Cr,28 ,4.0 ,18 Feet,North,3.0,,5.0,5.0,Full-Furnished,"Marbel,Fridge,Sofa,Solar,Dining Room,AirCon,Bed Room,Parking,TV,Drinking Water,Internet,+ 3 See More",Jaya Bageshwori, Kathmandu
1728,Rs. 3.75 Cr,186,6.1 ,20 Feet,North-East,2.5,,,,,,Sallaghari, Bhaktapur
1729,Rs. 11 Cr,93 ,19.0 ,12 Feet,South,2.5,,,,,,Golfutar, Kathmandu
1730,Rs. 5.5 Cr,128,6.0 ,13 Feet,South-East,2.5,,,,,,Dhungedhara, Kathmandu
1731,Rs. 35 Lac/aana,175,32.0 ,18 Feet,West,2.5,,5.0,,,,Raniban, Kathmandu
1732,Rs. 2.5 Cr,76 ,3.0 ,10 Feet,North-East,4.0,,,,,,Kapan, Kathmandu
1733,Rs. 1.35 Cr,265,3.0 ,13 Feet,East,1.0,,2.0,1.0,Semi-Furnished,,Dhaneshwor, Kathmandu
1735,Rs. 6.75 Cr,188,36.0 ,13 Feet,,3.0,,3.0,3.0,,,Godawari, Lalitpur
1736,Rs. 7 Cr,114,9.2 ,13 Feet,East,2.5,,3.0,4.0,Full-Furnished,,Bafal, Kathmandu
1737,Rs. 4 Cr,181,3.1 ,12-16 Feet,East,5.0,,3.0,5.0,,,Baluwatar, Kathmandu
1738,Rs. 2.25 Cr,135,3.2 ,20 Feet,North-West,3.0,,7.0,3.0,Semi-Furnished,,Srijananagar, Bhaktapur
1739,Rs. 6.5 Cr,37 ,7.0 ,12-18 Feet,North,,,,,,,Baniyatar, Kathmandu
1740,Rs. 2.9 Cr,104,5.0 ,12-18 Feet,South,2.5,,4.0,4.0,,,Bagdol, Lalitpur
1741,Rs. 2.6 Cr,98 ,4.2 ,12-18 Feet,,2.5,,,,,,Baluwakhani, Kathmandu
1742,Rs. 3.3 Cr,77 ,5.3 ,13 Feet,,2.5,,,,,,Ekatabasti, Kathmandu
1743,Rs. 2.1 Cr,76 ,3.0 ,13 Feet,,2.5,,,,,,Mandikhatar, Kathmandu
1744,Rs. 2.35 Cr,68 ,4.0 ,16 Feet,,2.5,,,,,,Bhangal , Kathmandu
1745,Rs. 1.35 Cr,344,3.2 ,13 Feet,,1.0,,2.0,1.0,,,Bhangal , Kathmandu
1746,Rs. 1.7 Cr,101,2.2 ,13 Feet,,2.5,,,,,,Sukedhara, Kathmandu
1747,Rs. 1.5 Cr,117,3.1 ,11 Feet,East,2.5,,,,,,Lubhu, Lalitpur
1749,Rs. 5 Cr,114,8.0 ,60 Feet,East,4.0,,,,,,Sano thimi, Bhaktapur
1750,Rs. 30 Cr,741,50.0 ,12-18 Feet,,2.5,,6.0,8.0,,,Chapali, Kathmandu
1751,Rs. 1.9 Cr,234,4.0 ,10 Feet,,2.5,,,,,,Aakasedhara, Kathmandu
1752,Rs. 2.2 Cr,128,4.2 ,12 Feet,East,2.5,,6.0,4.0,Semi-Furnished,"Earthquake Resistant,Marbel,Fridge,Sofa,Dining Room,Water Purifier,Bed Room,Garden,Modular Kitchen,Parking,Internet,+ 4 See More",Paiyatar, Kathmandu
1755,Rs. 3.25 Cr,196,4.2 ,13 Feet,South,2.5,,,,,,Ganesh Chowk, Kathmandu
1756,Rs. 2.8 Cr,171,5.0 ,10 Feet,East,3.0,,7.0,5.0,Semi-Furnished,,Naya Basti, Kathmandu
1757,Rs. 1.65 Cr,31 ,4.0 ,13 Feet,,2.5,,,,,,Thankot, Kathmandu
1758,Rs. 3.8 Cr,107,9.0 ,20 Feet,South-West,1.0,,2.0,2.0,,,Hattiban, Lalitpur
1759,Rs. 3.25 Cr,179,3.2 ,20 Feet,West,2.5,,3.0,3.0,Full-Furnished,,Hattiban, Lalitpur
1760,Rs. 6 Cr,181,7.0 ,10 Feet,South,5.0,,9.0,7.0,Semi-Furnished,,Gaurighat, Kathmandu
1761,Rs. 2.2 Cr,86 ,4.1 ,13 Feet,,2.5,,,,,,Bhangal , Kathmandu
1762,Rs. 2.5 Cr,163,4.0 ,13 Feet,East,2.5,,6.0,3.0,,,Sai Baba chowk, Kathmandu
1763,Rs. 4.5 Cr,165,9.0 ,10 Feet,East,2.5,,7.0,4.0,Full-Furnished,"Earthquake Resistant,Marbel,Parquet,Fridge,Solar,Dining Room,Bed Room,Garden,Playground,Parking,Bathroom,+ 4 See More",Greenland Chowk, Kathmandu
1764,Rs. 53 Lac/aana,21 ,2.3 ,20+ Feet,East,,,,,,,Bajrabarahi, Lalitpur
1765,Rs. 4 Cr,767,4.0 ,14-20 Feet,North,2.5,,3.0,3.0,,,Bhaisepati, Lalitpur
1766,Rs. 2.5 Cr,257,4.0 ,12/16 Feet,East,4.0,,7.0,,Semi-Furnished,,Katunje, Bhaktapur
1767,Rs. 4 Cr,129,7.0 ,13 Feet,North-East,2.5,,4.0,4.0,,,Saraswotinagar, Kathmandu
1768,Rs. 2.35 Cr,111,3.2 ,16 Feet,East,2.5,,6.0,4.0,,,Imadol, Lalitpur
1769,Rs. 2.45 Cr,329,3.2 ,13 Feet,,2.5,,4.0,5.0,,,Bhaisepati, Lalitpur
1770,Rs. 2.6 Cr,38 ,6.1 ,12-18 Feet,South,2.5,,8.0,3.0,,,Hattiban, Lalitpur
1771,Rs. 3 Cr,306,3.2 ,20 Feet,East,2.5,,4.0,3.0,,,Sanepa, Lalitpur
1772,Rs. 1.85 Cr,271,3.1 ,13 Feet,,2.5,,,,,,Bhangal , Kathmandu
1773,Rs. 2 Cr,185,3.1 ,13 Feet,,2.5,,,,,,Sundarbasti, Kathmandu
1774,Rs. 9.5 Cr,166,21.0 ,20/14 Feet,East,3.0,,5.0,4.0,Semi-Furnished,,Dhobighat, Lalitpur
1775,Rs. 2.2 Cr,121,4.1 ,13 Feet,South,2.5,,,,Full-Furnished,,Sipadol, Bhaktapur
1776,Rs. 5.2 Cr,136,7.2 ,20 Feet,West,2.5,,6.0,3.0,,,Bansbari, Kathmandu
1777,Rs. 8 Cr,149,17.2 ,9 Feet,South-West,3.5,,9.0,4.0,,,Kupandole, Lalitpur
1778,Rs. 6 Cr,20 ,9.1 ,40 Feet,North,,,,,,,Kalopool, Kathmandu
1779,Rs. 6.25 Cr,240,9.2 ,13 Feet,East,2.5,,,,,,Grande Villa, Kathmandu
1780,Rs. 1.9 Cr,250,4.2 ,12/13 Feet,North-West,3.0,,8.0,3.0,,,Tathali, Bhaktapur
1781,Rs. 2.5 Cr,294,6.0 ,20 Feet,South-East,2.5,,4.0,4.0,Semi-Furnished,,Bhatkepati, Kathmandu
1782,Rs. 2.5 Cr,229,4.0 ,20 Feet,South-East,3.5,,12.0,4.0,,,Dadhikot, Bhaktapur
1783,Rs. 55 Lac/aana,47 ,8.0 ,13 Feet,West,2.5,,,,,,New Buspark, Kathmandu
1784,Rs. 2.98 Cr,196,4.1 ,13 Feet,South-West,2.5,,7.0,,,,Dhungeadda, Kathmandu
1785,Rs. 3.1 Cr,266,4.3 ,20 Feet,South-East,2.5,,4.0,4.0,,,Kusunti, Lalitpur
1786,Rs. 3.2 Cr,175,4.2 ,20 Feet,West,3.0,,8.0,6.0,,,Chabahil, Kathmandu
1787,Rs. 2.7 Cr,68 ,3.2 ,20 Feet,South,2.5,,4.0,4.0,Full-Furnished,,Sitapaila, Kathmandu
1788,Rs. 3.8 Cr,105,5.0 ,12-18 Feet,,2.5,,,,,,Pasikot, Kathmandu
1789,Rs. 2.2 Cr,294,5.0 ,13 Feet,West,2.5,,,,,,Duwakot, Bhaktapur
1790,Rs. 1.6 Cr,25 ,4.0 ,13 Feet,,1.0,,3.0,1.0,,,Golfutar, Kathmandu
1791,Rs. 1.55 Cr,80 ,2.3 ,12 Feet,West,3.5,,6.0,3.0,,,Lolang, Kathmandu
1792,Rs. 3 Cr,171,4.0 ,14 Feet,,2.5,,4.0,4.0,,,Nakkhu, Lalitpur
1793,Rs. 4.2 Cr,114,8.2 ,12 Feet,South,2.5,,8.0,4.0,,,Banasthali, Kathmandu
1794,Rs. 2.3 Cr,36 ,3.0 ,13 Feet,,2.5,,3.0,3.0,,,Nakkhu, Lalitpur
1795,Rs. 1.35 Cr,170,3.2 ,13 Feet,,2.5,,,,,,Thankot, Kathmandu
1796,Rs. 3.25 Cr,132,4.3 ,20 Feet,East,3.5,,9.0,4.0,,,Machhapokhari, Kathmandu
1797,Rs. 7 Cr,200,0.3 ,22 Feet,East,5.0,,,,,,Lagankhel, Lalitpur
1798,Rs. 3.4 Cr,153,6.1 ,12-18 Feet,,3.5,,10.0,4.0,Un-Furnished,,Samakhusi, Kathmandu
1799,Rs. 2.8 Cr,60 ,3.1 ,25 Feet,South,4.0,,10.0,3.0,,,Sukedhara, Kathmandu
1800,Rs. 2.95 Cr,59 ,5.3 ,16 Feet,East,2.5,,6.0,4.0,,,Imadol, Lalitpur
1801,Rs. 3.35 Cr,297,5.0 ,13 Feet,East,2.5,,5.0,3.0,,,Bhaisepati, Lalitpur
1802,Rs. 1.95 Cr,60 ,4.0 ,10 Feet,North-East,2.5,,4.0,5.0,,,Goldhunga, Kathmandu
1803,Rs. 1.95 Cr,132,3.2 ,14 Feet,,2.5,,,,,,Lubhu, Lalitpur
1804,Rs. 2.5 Cr,201,4.0 ,13 Feet,North-West,2.5,,6.0,3.0,Semi-Furnished,,Sallaghari, Bhaktapur
1805,Rs. 1.6 Cr,189,3.3 ,8 Feet,East,2.5,,5.0,3.0,Semi-Furnished,,Srijana Chowk, Kathmandu
1806,Rs. 2.75 Cr,102,4.0 ,13 Feet,South,2.5,,5.0,6.0,Full-Furnished,,Dhungedhara, Kathmandu
1807,Rs. 5.6 Cr,119,7.1 ,10 Feet,South,3.5,,7.0,6.0,,,Dhumbarahi, Kathmandu
1808,Rs. 2.2 Cr,49 ,4.0 ,16 Feet,North-West,3.0,,8.0,3.0,,,Baniyatar, Kathmandu
1809,Rs. 18 Cr,261,20.0 ,12-18 Feet,,2.5,,5.0,6.0,,,Maharajgunj, Kathmandu
1810,Rs. 5.75 Cr,211,9.2 ,12-18 Feet,,2.5,,4.0,,,,Mandikhatar, Kathmandu
1811,Rs. 2.7 Cr,94 ,4.0 ,13 Feet,,2.5,,,,,,Sukedhara, Kathmandu
1812,Rs. 3.6 Cr,163,7.2 ,20 Feet,East,2.5,,5.0,5.0,,,Chyasindol, Kathmandu
1813,Rs. 1.8 Cr,156,64 ,18 Feet,East,2.5,,4.0,3.0,Semi-Furnished,,Dahachowk, Kathmandu
1814,Rs. 2.75 Cr,114,5.3 ,12 Feet,East,3.5,,7.0,5.0,Semi-Furnished,,Thecho, Lalitpur
1815,Rs. 2.35 Cr,200,3.1 ,15 Feet,North-West,2.5,,4.0,4.0,,,Nakhipot, Lalitpur
1816,Rs. 4 Cr,35 ,5.2 ,14 Feet,South-East,2.5,,,,Full-Furnished,,Sukedhara, Kathmandu
1817,Rs. 4.7 Cr,174,6.0 ,15 Feet,South,2.5,,4.0,5.0,Semi-Furnished,,Deuwa chowk, Kathmandu
1818,Rs. 5.1 Cr,180,3.0 ,42 Feet,West,5.5,,1.0,6.0,,,Shankhamul, Kathmandu
1819,Rs. 4.75 Cr,140,5.0 ,20 Feet,West,3.5,,7.0,6.0,,,Maijubahal, Kathmandu
1820,Rs. 3.15 Cr,74 ,4.2 ,10 Feet,West,4.5,,12.0,7.0,,,Gongabu, Kathmandu
1822,Rs. 1.6 Cr,194,3.0 ,13 Feet,West,3.0,,3.0,3.0,,,Pepsicola, Kathmandu
1823,Rs. 3.99 Cr,337,4.2 ,13 Feet,North,4.5,,9.0,6.0,,,Kamalbinayak, Bhaktapur
1824,Rs. 2.85 Cr,80 ,5.0 ,13 Feet,,2.5,,,,,,Khumaltar, Lalitpur
1825,Rs. 2 Cr,81 ,4.1 ,10 Feet,West,2.5,,6.0,3.0,,,Goldhunga, Kathmandu
1826,Rs. 2.85 Cr,269,5.0 ,16 Feet,,2.5,,6.0,4.0,,,Ram Mandir, Kathmandu
1827,Rs. 2.4 Cr,92 ,4.0 ,10 Feet,North,2.5,,5.0,3.0,,,Mahadevtar, Kathmandu
1828,Rs. 3.6 Cr,73 ,4.0 ,24 Feet,South-East,4.5,,10.0,5.0,,,Kapan, Kathmandu
1829,Rs. 4.25 Cr,98 ,5.1 ,29 Feet,West,5.0,,18.0,15.0,,,Satungal, Kathmandu
1830,Rs. 4.25 Cr,128,7.2 ,26 Feet,North,2.5,,3.0,3.0,,,Raniban, Kathmandu
1831,Rs. 2.6 Cr,172,2.0 ,20 Feet,South,5.0,,,4.0,,,Bagbazar, Kathmandu
1832,Rs. 2.25 Cr,188,2.2 ,13 Feet,South,2.5,,6.0,3.0,,,Khusibu, Kathmandu
1833,Rs. 3.1 Cr,286,4.2 ,14 Feet,South-East,2.5,,4.0,3.0,,,Chhauni, Kathmandu
1834,Rs. 1.55 Cr,300,3.0 ,13 Feet,,2.5,,,,,,Gurjudhara, Kathmandu
1835,Rs. 3.25 Cr,70 ,4.0 ,15 Feet,,2.5,,5.0,5.0,,,Hattigaunda, Kathmandu
1836,Rs. 10 Cr,204,18.0 ,13 Feet,,2.5,,6.0,8.0,,,Budhanilkantha, Kathmandu
1838,Rs. 2.85 Cr,26 ,10.0 ,12-18 Feet,,3.0,,,,,,Kirtipur, Kathmandu
1839,Rs. 6.8 Cr,135,8.0 ,8-12 Feet,South-East,2.5,,6.0,6.0,,,Sanepa, Lalitpur
1840,Rs. 2.97 Cr,42 ,4.1 ,16 Feet,,2.5,,,,,,Ekatabasti, Kathmandu
1841,Rs. 7.25 Cr,130,16.0 ,12 Feet,North,2.5,,5.0,6.0,,,Dhungeadda, Kathmandu
1842,Rs. 2.87 Cr,187,4.1 ,13 Feet,South,3.0,,6.0,6.0,Semi-Furnished,,Hattiban, Lalitpur
1843,Rs. 1.95 Cr,48 ,4.3 ,13 Feet,East,2.5,,4.0,3.0,,,Syuchatar, Kathmandu
1844,Rs. 9.2 Cr,123,12.0 ,20 Feet,South-West,3.5,,7.0,6.0,Semi-Furnished,,Basundhara, Kathmandu
1845,Rs. 6.9 Cr,106,8.2 ,13 Feet,East,2.5,,,,Full-Furnished,,Bhangal , Kathmandu
1846,Rs. 1.58 Cr,32 ,2.3 ,30 Feet,,2.5,,,,,,Sundarbasti, Kathmandu
1847,Rs. 2.98 Cr,83 ,5.0 ,12 Feet,,2.5,,,,,,Bhangal , Kathmandu
1850,Rs. 3.5 Cr,156,5.0 ,13 Feet,South,2.5,,,5.0,,,Ganesh Chowk, Kathmandu
1851,Rs. 5.9 Cr,76 ,7.0 ,12-18 Feet,,2.5,,4.0,7.0,Semi-Furnished,,Budhanilkantha, Kathmandu
1852,Rs. 3.3 Cr,157,4.1 ,15 Feet,South-West,2.5,,4.0,4.0,Full-Furnished,,Nakkhu, Lalitpur
1853,Rs. 2.7 Cr,134,4.0 ,15 Feet,South,2.5,,5.0,3.0,,,Kusunti, Lalitpur
1854,Rs. 2.35 Cr,110,3.2 ,12-18 Feet,,2.5,,,,,,Baluwakhani, Kathmandu
1855,Rs. 3.5 Cr,174,5.0 ,13 Feet,,2.5,,,,,,Sukedhara, Kathmandu
1856,Rs. 2.65 Cr,229,4.0 ,20 Feet,,2.5,,,,,,Aakasedhara, Kathmandu
1857,Rs. 2.75 Cr,57 ,4.0 ,16 Feet,,2.5,,,,,,Nikhileshwor, Kathmandu
1858,Rs. 2.28 Cr,131,4.0 ,13 Feet,,2.5,,,,,,Sundarbasti, Kathmandu
1859,Rs. 6 Cr,67 ,6.1 ,12-18 Feet,,2.5,,4.0,2.0,,,Bishalnagar, Kathmandu
1860,Rs. 2.95 Cr,221,4.2 ,12 Feet,,3.0,,8.0,6.0,,,Mulpani, Kathmandu
1861,Rs. 2.7 Cr,100,4.0 ,11 Feet,West,4.5,,8.0,4.0,Semi-Furnished,,Gorkarneshwor, Kathmandu
1862,Rs. 2.8 Cr,96 ,4.0 ,18 Feet,East,2.5,,6.0,,,,Golfutar, Kathmandu
1863,Rs. 1.99 Cr,244,3.1 ,18 Feet,North-West,2.5,,4.0,,,,Bhaisepati, Lalitpur
1866,Rs. 1.28 Cr,87 ,3.1 ,13 Feet,,1.0,,3.0,1.0,,,Kapan, Kathmandu
1867,Rs. 5.5 Cr,234,6.3 ,25 Feet,East,3.5,,7.0,5.0,,,Khusibu, Kathmandu
1868,Rs. 3.25 Cr,214,5.0 ,10 Feet,West,3.0,,,,,,Banasthali, Kathmandu
1869,Rs. 2.5 Cr,56 ,5.0 ,16 Feet,East,2.5,,4.0,3.0,,,Syuchatar, Kathmandu
1870,Rs. 6.25 Cr,145,10.2 ,20/22 Feet,South-West,2.0,,,,,,Banasthali, Kathmandu
1871,Rs. 11 Cr,135,20.0 ,13 Feet,,2.5,,10.0,5.0,,,Manbhawan, Lalitpur
1872,Rs. 3.5 Cr,155,5.0 ,13 Feet,South,2.5,,5.0,5.0,,,Ganesh Chowk, Kathmandu
1873,Rs. 3.2 Cr,125,4.2 ,15 Feet,South-West,2.5,,5.0,5.0,,,Ganesh Chowk, Kathmandu
1874,Rs. 2.3 Cr,121,3.2 ,12-18 Feet,,2.5,,3.0,4.0,,,Manabahadur Marga, Kathmandu
1875,Rs. 5.5 Cr,39 ,7.2 ,13 Feet,North-East,2.5,,4.0,5.0,,,Narayanthan , Kathmandu
1876,Rs. 3.5 Cr,67 ,4.0 ,13 Feet,North-East,2.5,,5.0,5.0,,,Narayanthan , Kathmandu
1877,Rs. 2.35 Cr,128,3.0 ,20 Feet,,2.5,,4.0,5.0,,,Nakkhu, Lalitpur
1878,Rs. 2.3 Cr,145,3.0 ,16 Feet,South,2.5,,4.0,3.0,,,Nakkhu, Lalitpur
1879,Rs. 1.95 Cr,60 ,3.0 ,12-18 Feet,,2.5,,,,,,Imadol, Lalitpur
1880,Rs. 2.8 Cr,327,4.3 ,16 Feet,East,2.5,,4.0,4.0,Semi-Furnished,,Bhaisepati, Lalitpur
1881,Rs. 2.35 Cr,50 ,3.1 ,15 Feet,North-West,2.5,,4.0,4.0,Semi-Furnished,,Kusunti, Lalitpur
1882,Rs. 1.75 Cr,81 ,3.2 ,12-18 Feet,,2.5,,6.0,2.0,,,Makalbari, Kathmandu
1883,Rs. 65 Lac/aana,178,9.3 ,22+ Feet,East,1.0,,,,,,Banasthali, Kathmandu
1884,Rs. 4 Cr,161,4.0 ,13 Feet,West,2.5,,7.0,3.0,Full-Furnished,"Earthquake Resistant,Marbel,Fridge,Sofa,Solar,Dining Room,Microwave,Water Purifier,Washing Machine,Bed Room,Iron,+ 6 See More",Shankhamul, Kathmandu
1885,Rs. 1.3 Cr,262,4.2 ,13 Feet,North,1.0,,3.0,1.0,,,Taukhel, Lalitpur
1886,Rs. 65 Lac/aana,72 ,2.3 ,12 Feet,East,1.0,,3.0,1.0,,,Thulobharyang, Kathmandu
1887,Rs. 2.15 Cr,43 ,4.0 ,12 Feet,East,2.5,,6.0,4.0,Semi-Furnished,,Hattiban, Lalitpur
1888,Rs. 4 Cr,121,6.0 ,20 Feet,South-West,2.5,,4.0,3.0,Semi-Furnished,,Gothatar, Kathmandu
1889,Rs. 2.1 Cr,160,3.0 ,12-18 Feet,,3.5,,,,,,Imadol, Lalitpur
1890,Rs. 2.05 Cr,168,3.0 ,13 Feet,South,2.5,,6.0,3.0,,,Syuchatar, Kathmandu
1891,Rs. 4.5 Cr,7 v,7.0 ,20 Feet,East,2.5,,5.0,,Semi-Furnished,,Budhanilkantha, Kathmandu
1892,Rs. 26.5 Cr,314,52.0 ,18 Feet,East,2.5,,,,Semi-Furnished,,Mandikhatar, Kathmandu
1893,Rs. 62 Lac/aana,103,12.3 ,22 Feet,East,2.5,,6.0,3.0,,,Swoyambhu, Kathmandu
1894,Rs. 2.4 Cr,202,3.0 ,12-15 Feet,,2.5,,4.0,3.0,,,Bhaisepati, Lalitpur
1895,Rs. 4.35 Cr,129,7.3 ,13 Feet,West,3.0,,7.0,3.0,,,Shantinagar, Kathmandu
1896,Rs. 15 Cr,188,14.0 ,22 Feet,West,3.5,,,,,,Manbhawan, Lalitpur
1897,Rs. 3.25 Cr,137,4.0 ,13-16 Feet,South-West,3.0,,7.0,4.0,,,Nakkhu, Lalitpur
1898,Rs. 3.5 Cr,130,3.0 ,12-14 Feet,,2.5,,3.0,3.0,,,Samakhusi, Kathmandu
1899,Rs. 2.11 Cr,82 ,4.0 ,13 Feet,,,,,,,,Hattiban, Lalitpur
1900,Rs. 1.4 Cr,80 ,3.2 ,13 Feet,East,2.5,,3.0,2.0,Un-Furnished,,Kapan Gumba, Kathmandu
1901,Rs. 2.75 Cr,91 ,4.2 ,16-20 Feet,East,2.5,,3.0,4.0,,,Narayantar, Kathmandu
1902,Rs. 4.85 Cr,430,6.0 ,20 Feet,North-East,2.5,,4.0,4.0,,,Thaiba, Lalitpur
1903,Rs. 13 Cr,191,16.0 ,15 Feet,South-East,2.5,,4.0,5.0,,,Dhumbarahi, Kathmandu
1904,Rs. 1.65 Cr,101,2.2 ,16 Feet,,2.5,,,,,,Jyotinagar, Kathmandu
1905,Rs. 35 Lac/aana,144,66.0 ,12 Feet,,2.5,,4.0,5.0,,,Syuchatar, Kathmandu
1906,Rs. 22 Cr,133,1.2 ,12-18 Feet,,8.5,,4.0,7.0,,,New Road, Kathmandu
1907,Rs. 3.95 Cr,157,4.3 ,20 Feet,North-East,4.5,,21.0,7.0,,,Jadibuti, Bhaktapur
1909,Rs. 4.6 Cr,51 ,6.0 ,12-18 Feet,,2.0,,5.0,,Semi-Furnished,,Chandol, Kathmandu
1910,Rs. 11.5 Cr,132,26.0 ,13 Feet,South,2.5,,7.0,5.0,,,Budhanilkantha, Kathmandu
1911,Rs. 3.75 Cr,160,4.0 ,16 Feet,North-West,2.5,,6.0,6.0,,,Bhaisepati, Lalitpur
1912,Rs. 4 Cr,119,5.0 ,22 Feet,South,4.0,,12.0,4.0,Semi-Furnished,,Lokanthali, Bhaktapur
1913,Rs. 2.4 Cr,163,4.0 ,14/22 Feet,East,2.5,,4.0,4.0,,,Imadol, Lalitpur
1914,Rs. 1.95 Cr,100,3.2 ,14 Feet,,2.5,,,,,,Lubhu, Lalitpur
1915,Rs. 2.2 Cr,70 ,3.2 ,12-18 Feet,,2.5,,,,,,Bhangal , Kathmandu
1916,Rs. 3.5 Cr,50 ,5.0 ,13 Feet,,2.5,,,,Semi-Furnished,,Baluwakhani, Kathmandu
1917,Rs. 12 Cr,79 ,31.0 ,20 Feet,West,2.5,,4.0,5.0,,,Raniban, Kathmandu
